"","Year.x","Month.x","DOY.x","HOUR","Timestamp_Begin","VegType","Flux_CO2","Flux_CH4","MonthYear.x","DATE","DOY.y","ECO_CO2_FLUX","CH4_FLUX","Month.y","Year.y","Month2","MonthYear.y","YM"
"1",2022,"August",230,"7",2022-08-18 07:23:00,"V",4.213613,0.109608,"2022-August",2022-08-18,"229.292",-2.054121,0.23210061,NA,2022,"August","2022-August","22-Aug"
"2",2022,"August",230,"7",2022-08-18 07:28:00,"V",4.870328,0.188254,"2022-August",2022-08-18,"229.292",-2.054121,0.23210061,NA,2022,"August","2022-August","22-Aug"
"3",2022,"August",230,"7",2022-08-18 07:33:00,"V",3.213417,0.104782,"2022-August",2022-08-18,"229.292",-2.054121,0.23210061,NA,2022,"August","2022-August","22-Aug"
"4",2022,"August",230,"8",2022-08-18 08:26:00,"V",3.147294,0.121663,"2022-August",2022-08-18,"229.333",-4.8770661,0.22985549,NA,2022,"August","2022-August","22-Aug"
"5",2022,"August",230,"8",2022-08-18 08:29:00,"V",3.49023,0.05705,"2022-August",2022-08-18,"229.333",-4.8770661,0.22985549,NA,2022,"August","2022-August","22-Aug"
"6",2022,"August",230,"8",2022-08-18 08:33:00,"V",0.521917,0.109057,"2022-August",2022-08-18,"229.333",-4.8770661,0.22985549,NA,2022,"August","2022-August","22-Aug"
"7",2022,"August",230,"9",2022-08-18 09:27:00,"V",4.091606,0.077205,"2022-August",2022-08-18,"229.375",-5.96802,0.23030341,NA,2022,"August","2022-August","22-Aug"
"8",2022,"August",230,"9",2022-08-18 09:31:00,"V",3.072127,0.090167,"2022-August",2022-08-18,"229.375",-5.96802,0.23030341,NA,2022,"August","2022-August","22-Aug"
"9",2022,"August",230,"9",2022-08-18 09:34:00,"V",1.177455,0.070286,"2022-August",2022-08-18,"229.375",-5.96802,0.23030341,NA,2022,"August","2022-August","22-Aug"
"10",2022,"August",230,"10",2022-08-18 10:28:00,"V",-1.174222,0.107188,"2022-August",2022-08-18,"229.417",-5.9236941,0.2317249,NA,2022,"August","2022-August","22-Aug"
"11",2022,"August",230,"10",2022-08-18 10:32:00,"V",-6.735517,0.078883,"2022-August",2022-08-18,"229.417",-5.9236941,0.2317249,NA,2022,"August","2022-August","22-Aug"
"12",2022,"August",230,"10",2022-08-18 10:36:00,"V",-6.517786,0.084392,"2022-August",2022-08-18,"229.417",-5.9236941,0.2317249,NA,2022,"August","2022-August","22-Aug"
"13",2022,"August",230,"11",2022-08-18 11:28:00,"V",0.082446,0.162867,"2022-August",2022-08-18,"229.458",-5.5605602,0.23353709,NA,2022,"August","2022-August","22-Aug"
"14",2022,"August",230,"11",2022-08-18 11:32:00,"V",-4.24352,0.070409,"2022-August",2022-08-18,"229.458",-5.5605602,0.23353709,NA,2022,"August","2022-August","22-Aug"
"15",2022,"August",230,"11",2022-08-18 11:35:00,"V",-2.896353,0.055805,"2022-August",2022-08-18,"229.458",-5.5605602,0.23353709,NA,2022,"August","2022-August","22-Aug"
"16",2022,"August",230,"12",2022-08-18 12:34:00,"V",0.119981,0.09419,"2022-August",2022-08-18,"229.500",-5.4933109,0.2351854,NA,2022,"August","2022-August","22-Aug"
"17",2022,"August",230,"12",2022-08-18 12:39:00,"V",-8.030339,0.07763,"2022-August",2022-08-18,"229.500",-5.4933109,0.2351854,NA,2022,"August","2022-August","22-Aug"
"18",2022,"August",230,"12",2022-08-18 12:42:00,"V",-2.742947,0.088795,"2022-August",2022-08-18,"229.500",-5.4933109,0.2351854,NA,2022,"August","2022-August","22-Aug"
"19",2022,"August",230,"13",2022-08-18 13:31:00,"V",0.007668,0.269922,"2022-August",2022-08-18,"229.542",-5.401516,0.2366467,NA,2022,"August","2022-August","22-Aug"
"20",2022,"August",230,"13",2022-08-18 13:34:00,"V",-0.971317,0.070919,"2022-August",2022-08-18,"229.542",-5.401516,0.2366467,NA,2022,"August","2022-August","22-Aug"
"21",2022,"August",230,"13",2022-08-18 13:38:00,"V",2.481774,0.053398,"2022-August",2022-08-18,"229.542",-5.401516,0.2366467,NA,2022,"August","2022-August","22-Aug"
"22",2022,"August",230,"14",2022-08-18 14:30:00,"V",3.928842,0.107132,"2022-August",2022-08-18,"229.583",-5.1454349,0.2379069,NA,2022,"August","2022-August","22-Aug"
"23",2022,"August",230,"14",2022-08-18 14:33:00,"V",6.244377,0.07736,"2022-August",2022-08-18,"229.583",-5.1454349,0.2379069,NA,2022,"August","2022-August","22-Aug"
"24",2022,"August",230,"14",2022-08-18 14:37:00,"V",5.160696,0.124069,"2022-August",2022-08-18,"229.583",-5.1454349,0.2379069,NA,2022,"August","2022-August","22-Aug"
"25",2022,"August",230,"15",2022-08-18 15:27:00,"V",0.700249,0.07921,"2022-August",2022-08-18,"229.625",-4.6971269,0.2389285,NA,2022,"August","2022-August","22-Aug"
"26",2022,"August",230,"15",2022-08-18 15:31:00,"V",2.758845,0.055796,"2022-August",2022-08-18,"229.625",-4.6971269,0.2389285,NA,2022,"August","2022-August","22-Aug"
"27",2022,"August",230,"15",2022-08-18 15:38:00,"V",-2.366003,0.008796,"2022-August",2022-08-18,"229.625",-4.6971269,0.2389285,NA,2022,"August","2022-August","22-Aug"
"28",2022,"August",230,"16",2022-08-18 16:36:00,"V",2.790791,0.111534,"2022-August",2022-08-18,"229.667",-4.003406,0.2397864,NA,2022,"August","2022-August","22-Aug"
